senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,gender_female,internet_service_dsl,internet_service_fiber_optic,internet_service_no,contract_month-to-month,contract_one_year,contract_two_year,payment_method_bank_transfer_(automatic),payment_method_credit_card_(automatic),payment_method_electronic_check,payment_method_mailed_check,service_count,charge_per_service,has_streaming,has_long_contract,is_auto_payment,fiber_month_to_month,echeck_month_to_month,fiber_no_protection,charge_to_tenure,total_to_monthly_ratio,tenure_bin
0,1,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,70.35,120.25,1,0,1,0,1,0,0,0,0,1,0,0.0,70.35,0,0,0,1,1,1.0,23.45,1.685353889278206,0
1,1,0,44,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,104.15,4495.65,1,0,1,0,1,0,0,0,0,1,0,5.0,17.358333333333334,1,0,0,1,1,0.0,2.3144444444444447,42.754636233951494,2
0,1,1,10,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,88.85,929.45,1,0,1,0,1,0,0,0,0,1,0,2.0,29.616666666666664,1,0,0,1,1,1.0,8.077272727272726,10.344462993878688,0
0,0,1,62,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1,100.15,6413.65,1,0,1,0,0,1,0,0,0,1,0,4.0,20.03,1,1,0,0,0,1.0,1.5896825396825398,63.40731586752347,3
0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,99.7,1238.45,1,0,1,0,1,0,0,1,0,0,0,5.0,16.616666666666667,1,0,1,1,0,0.0,7.6692307692307695,12.298411122144985,0
0,0,0,50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19.35,1033.0,1,0,0,1,0,1,0,0,0,0,1,0.0,19.35,0,1,0,0,0,0.0,0.3794117647058824,50.76167076167076,2
0,1,0,72,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24.55,1750.7,1,0,0,1,0,0,1,0,0,1,0,1.0,12.275,0,1,0,0,0,0.0,0.33630136986301373,68.52054794520548,3
0,1,1,10,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,102.1,1068.85,1,0,1,0,1,0,0,0,1,0,0,5.0,17.016666666666666,1,0,1,1,0,1.0,9.281818181818181,10.367119301648884,0
0,0,0,48,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.95,1004.5,0,0,0,1,0,1,0,1,0,0,0,0.0,19.95,0,1,1,0,0,0.0,0.40714285714285714,47.94749403341289,2
0,1,0,15,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,75.35,1114.55,1,0,1,0,1,0,0,1,0,0,0,1.0,37.675,0,0,1,1,0,1.0,4.709375,14.597904387688278,1
0,0,0,58,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,80.65,4807.35,0,0,1,0,1,0,0,1,0,0,0,2.0,26.883333333333336,0,0,1,1,0,0.0,1.366949152542373,58.87752602571953,2
0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25.25,25.25,1,1,0,0,1,0,0,0,0,1,0,0.0,25.25,0,0,0,0,1,0.0,12.625,0.9619047619047619,0
0,0,0,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.7,220.35,1,0,0,1,1,0,0,0,0,0,1,0.0,19.7,0,0,0,0,0,0.0,1.5153846153846153,10.644927536231885,0
0,1,0,12,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,80.85,866.45,0,0,1,0,1,0,0,1,0,0,0,2.0,26.95,0,0,1,1,0,0.0,6.2192307692307685,10.585827733659134,0
0,0,0,65,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1,74.2,4805.65,0,1,0,0,0,0,1,0,1,0,0,5.0,12.366666666666667,1,1,1,0,0,0.0,1.1242424242424243,63.90492021276595,3
0,0,0,7,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25.05,152.95,0,0,0,1,1,0,0,1,0,0,0,1.0,12.525,0,0,1,0,0,0.0,3.13125,5.871401151631478,0
1,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24.45,47.5,0,1,0,0,1,0,0,0,0,0,1,0.0,24.45,0,0,0,0,0,0.0,8.15,1.8664047151277015,0
0,0,0,20,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,78.8,1641.3,0,0,1,0,1,0,0,0,0,1,0,1.0,39.4,1,0,0,1,1,1.0,3.7523809523809524,20.56766917293233,1
1,1,0,65,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,92.7,5968.4,0,0,1,0,0,0,1,0,1,0,0,4.0,18.54,1,1,1,0,0,0.0,1.4045454545454545,63.69690501600853,3
1,1,0,45,1,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,75.15,3480.35,0,1,0,0,0,0,1,0,1,0,0,5.0,12.525,1,1,1,0,0,0.0,1.6336956521739132,45.70387393302692,2
0,1,1,12,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,56.3,628.65,0,1,0,0,1,0,0,0,0,0,1,1.0,28.15,1,0,0,0,0,0.0,4.3307692307692305,10.971204188481675,0
1,1,0,6,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,84.35,474.9,1,0,1,0,1,0,0,0,0,1,0,2.0,28.116666666666664,1,0,0,1,1,1.0,12.049999999999999,5.564147627416521,0
1,0,0,47,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,85.5,4042.3,0,0,1,0,1,0,0,0,0,0,1,2.0,28.5,1,0,0,1,0,0.0,1.78125,46.731791907514456,2
0,1,1,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.5,162.15,1,0,0,1,0,0,1,0,0,0,1,0.0,19.5,0,1,0,0,0,0.0,2.1666666666666665,7.909756097560976,0
0,1,0,57,0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,49.9,2782.4,1,1,0,0,1,0,0,1,0,0,0,4.0,9.98,1,0,1,0,0,0.0,0.8603448275862069,54.66404715127702,2
0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.35,33.2,0,0,0,1,1,0,0,0,0,0,1,0.0,20.35,0,0,0,0,0,0.0,6.783333333333334,1.5550351288056206,0
0,0,0,14,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24.8,321.7,0,0,0,1,0,1,0,0,1,0,0,1.0,12.4,0,1,1,0,0,0.0,1.6533333333333333,12.468992248062015,1
0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,79.95,79.95,0,0,1,0,1,0,0,0,0,1,0,1.0,39.975,1,0,0,1,1,1.0,39.975,0.9876466954910439,0
0,1,0,37,1,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1,99.2,3754.6,1,0,1,0,0,1,0,0,0,1,0,5.0,16.533333333333335,1,1,0,0,0,0.0,2.610526315789474,37.471057884231534,2
0,0,0,14,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,89.95,1178.4,0,0,1,0,1,0,0,0,0,1,0,3.0,22.4875,1,0,0,1,1,0.0,5.996666666666667,12.956569543705333,1
0,0,0,59,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,61.35,3645.5,0,1,0,0,0,1,0,1,0,0,0,2.0,20.45,1,1,1,0,0,0.0,1.0225,58.468323977546106,2
0,1,1,72,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.7,1379.8,1,0,0,1,0,0,1,0,1,0,0,0.0,19.7,0,1,1,0,0,0.0,0.26986301369863014,66.65700483091787,3
0,0,0,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.2,156.85,1,0,0,1,1,0,0,0,0,0,1,0.0,19.2,0,0,0,0,0,0.0,2.1333333333333333,7.764851485148514,0
0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,85.8,85.8,1,0,1,0,1,0,0,0,0,0,1,2.0,28.599999999999998,1,0,0,1,0,1.0,42.9,0.988479262672811,0
0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.25,109.8,0,0,0,1,1,0,0,0,0,0,1,0.0,20.25,0,0,0,0,0,0.0,3.375,5.167058823529412,0
0,0,0,58,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25.3,1474.35,0,0,0,1,0,0,1,0,1,0,0,1.0,12.65,0,1,1,0,0,0.0,0.4288135593220339,56.058935361216726,2
0,0,0,10,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1,98.5,1058.25,1,0,1,0,1,0,0,0,0,1,0,4.0,19.7,1,0,0,1,1,0.0,8.954545454545455,10.635678391959798,0
0,1,1,36,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.25,717.95,1,0,0,1,0,0,1,1,0,0,0,0.0,20.25,0,1,1,0,0,0.0,0.5472972972972973,33.78588235294118,1
1,1,0,7,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,29.8,220.45,0,1,0,0,1,0,0,1,0,0,0,1.0,14.9,0,0,1,0,0,0.0,3.725,7.157467532467532,0
0,0,1,11,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,36.05,402.6,1,1,0,0,0,1,0,0,0,0,1,2.0,12.016666666666666,0,1,0,0,0,0.0,3.0041666666666664,10.866396761133604,0
0,0,0,3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,29.2,98.5,1,1,0,0,1,0,0,0,0,0,1,1.0,14.6,0,0,0,0,0,0.0,7.3,3.26158940397351,0
0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.75,78.3,0,0,0,1,1,0,0,0,0,0,1,0.0,19.75,0,0,0,0,0,0.0,3.95,3.773493975903614,0
0,1,1,15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,46.3,639.45,1,1,0,0,1,0,0,0,0,1,0,0.0,46.3,0,0,0,0,1,0.0,2.89375,13.519027484143765,1
0,1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,70.4,147.15,1,0,1,0,1,0,0,0,0,1,0,0.0,70.4,0,0,0,1,1,1.0,23.46666666666667,2.060924369747899,0
0,1,1,28,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,100.35,2799.0,0,0,1,0,0,1,0,1,0,0,0,4.0,20.07,1,1,1,0,0,1.0,3.4603448275862068,27.61716822890972,1
0,0,0,33,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,90.65,2989.6,1,0,1,0,1,0,0,0,0,1,0,3.0,22.6625,1,0,0,1,1,0.0,2.6661764705882356,32.619749045280955,1
1,1,1,72,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,104.1,7447.7,0,0,1,0,0,0,1,0,1,0,0,5.0,17.349999999999998,1,1,1,0,0,0.0,1.426027397260274,70.86298763082779,3
0,1,0,12,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,54.2,690.5,1,1,0,0,1,0,0,1,0,0,0,2.0,18.066666666666666,0,0,1,0,0,0.0,4.1692307692307695,12.509057971014492,0
1,1,0,27,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,75.2,1929.35,1,0,1,0,1,0,0,1,0,0,0,1.0,37.6,0,0,1,1,0,0.0,2.685714285714286,25.319553805774277,1
1,1,0,32,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,85.0,2642.05,0,0,1,0,1,0,0,0,0,1,0,2.0,28.333333333333332,1,0,0,1,1,1.0,2.5757575757575757,30.721511627906978,1
0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,70.1,70.1,1,0,1,0,1,0,0,0,0,1,0,0.0,70.1,0,0,0,1,1,1.0,35.05,0.9859353023909986,0
1,0,0,68,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.0,1396.0,0,0,0,1,0,0,1,0,1,0,0,0.0,20.0,0,1,1,0,0,0.0,0.2898550724637681,66.47619047619048,3
1,1,1,72,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,90.15,6716.45,1,1,0,0,0,0,1,1,0,0,0,7.0,11.26875,1,1,1,0,0,0.0,1.2349315068493152,73.68568294020844,3
0,0,0,35,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,102.35,3626.1,0,0,1,0,0,1,0,1,0,0,0,4.0,20.47,1,1,1,0,0,1.0,2.8430555555555554,35.0856313497823,1
0,1,0,72,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,68.15,4808.7,0,1,0,0,0,0,1,0,0,0,1,5.0,11.358333333333334,0,1,0,0,0,0.0,0.9335616438356165,69.54013015184381,3
0,0,1,56,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21.2,1238.65,0,0,0,1,0,1,0,0,0,0,1,0.0,21.2,0,1,0,0,0,0.0,0.3719298245614035,55.79504504504505,2
0,0,0,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,30.9,59.05,1,1,0,0,1,0,0,0,0,1,0,1.0,15.45,0,0,0,0,1,0.0,10.299999999999999,1.8510971786833856,0
0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,79.4,244.65,1,0,1,0,1,0,0,0,0,1,0,1.0,39.7,1,0,0,1,1,1.0,19.85,3.042910447761194,0
0,0,0,64,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24.4,1601.2,1,0,0,1,0,1,0,1,0,0,0,1.0,12.2,0,1,1,0,0,0.0,0.37538461538461537,63.03937007874016,3
0,1,0,70,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,39.15,2692.75,0,1,0,0,0,0,1,0,1,0,0,3.0,9.7875,0,1,1,0,0,0.0,0.5514084507042253,67.06724782067248,3
0,1,0,63,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,107.5,6873.75,1,0,1,0,0,1,0,0,0,1,0,5.0,17.916666666666668,1,1,0,0,0,1.0,1.6796875,63.35253456221198,3
0,0,0,51,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19.85,996.95,1,0,0,1,0,1,0,1,0,0,0,0.0,19.85,0,1,1,0,0,0.0,0.38173076923076926,47.81534772182254,2
0,1,1,13,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,49.95,587.45,0,1,0,0,1,0,0,0,0,0,1,1.0,24.975,0,0,0,0,0,0.0,3.567857142857143,11.529931305201178,1
0,0,0,13,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,67.8,842.25,1,1,0,0,1,0,0,1,0,0,0,4.0,13.559999999999999,1,0,1,0,0,0.0,4.8428571428571425,12.242005813953488,1
1,0,0,3,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,79.4,205.05,1,0,1,0,1,0,0,0,0,1,0,2.0,26.46666666666667,0,0,0,1,1,1.0,19.85,2.550373134328358,0
0,1,0,71,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,109.25,7707.7,1,0,1,0,0,0,1,0,0,1,0,6.0,15.607142857142858,1,1,0,0,0,0.0,1.5173611111111112,69.91111111111111,3
0,1,0,49,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.05,923.1,1,0,0,1,0,1,0,1,0,0,0,0.0,20.05,0,1,1,0,0,0.0,0.401,43.85273159144893,2
0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.4,20.4,1,0,0,1,1,0,0,0,0,0,1,0.0,20.4,0,0,0,0,0,0.0,10.2,0.9532710280373832,0
0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.55,33.6,1,0,0,1,1,0,0,0,0,0,1,0.0,20.55,0,0,0,0,0,0.0,6.8500000000000005,1.5591647331786542,0
1,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,74.4,74.4,0,0,1,0,1,0,0,0,0,1,0,1.0,37.2,0,0,0,1,1,1.0,37.2,0.986737400530504,0
0,0,0,10,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,29.6,299.05,1,1,0,0,0,0,1,0,0,0,1,1.0,14.8,0,1,0,0,0,0.0,2.690909090909091,9.772875816993464,0
0,0,0,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,76.5,162.45,0,0,1,0,1,0,0,0,0,1,0,1.0,38.25,0,0,0,1,1,1.0,25.5,2.0961290322580646,0
0,0,0,36,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,18.55,689.0,0,0,0,1,0,0,1,0,1,0,0,0.0,18.55,0,1,1,0,0,0.0,0.5013513513513513,35.24296675191816,1
0,1,0,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.1,533.9,0,0,0,1,0,1,0,0,0,0,1,0.0,20.1,0,1,0,0,0,0.0,0.804,25.30331753554502,1
0,0,0,13,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,84.6,1115.2,1,0,1,0,1,0,0,0,0,1,0,2.0,28.2,1,0,0,1,1,1.0,6.042857142857143,13.02803738317757,1
0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,79.65,152.7,1,0,1,0,1,0,0,0,0,0,1,1.0,39.825,1,0,0,1,0,1.0,26.55,1.8933663980161188,0
1,0,0,49,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,90.85,4515.85,1,0,1,0,1,0,0,0,1,0,0,3.0,22.7125,1,0,1,1,0,1.0,1.817,49.16548720740338,2
0,1,0,38,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1,60.0,2193.2,0,1,0,0,0,0,1,1,0,0,0,5.0,10.0,1,1,1,0,0,0.0,1.5384615384615385,35.954098360655735,2
0,0,1,66,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.55,1357.1,0,0,0,1,0,0,1,0,0,0,1,0.0,20.55,0,1,0,0,0,0.0,0.3067164179104478,62.974477958236655,3
1,1,0,7,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,74.85,485.25,0,0,1,0,1,0,0,0,0,1,0,1.0,37.425,0,0,0,1,1,1.0,9.35625,6.397495056031642,0
0,0,0,14,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,75.35,1025.95,1,0,1,0,1,0,0,0,0,1,0,1.0,37.675,0,0,0,1,1,1.0,5.0233333333333325,13.437459070072038,1
0,1,1,11,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25.0,300.7,1,0,0,1,0,0,1,0,0,0,1,1.0,12.5,0,1,0,0,0,0.0,2.0833333333333335,11.565384615384614,0
0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,54.65,54.65,1,1,0,0,1,0,0,0,0,1,0,1.0,27.325,1,0,0,0,1,0.0,27.325,0.9820305480682839,0
0,0,1,48,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.95,936.7,1,0,0,1,0,1,0,0,0,0,1,0.0,19.95,0,1,0,0,0,0.0,0.40714285714285714,44.711217183770884,2
0,0,0,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.4,261.3,1,0,0,1,0,0,1,0,0,0,1,0.0,20.4,0,1,0,0,0,0.0,1.457142857142857,12.210280373831777,1
0,1,0,33,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,103.75,3361.05,1,0,1,0,0,1,0,0,0,1,0,5.0,17.291666666666668,1,1,0,0,0,0.0,3.051470588235294,32.08639618138425,1
0,1,0,28,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25.55,672.2,1,0,0,1,0,1,0,0,0,0,1,1.0,12.775,0,1,0,0,0,0.0,0.8810344827586207,25.318267419962336,1
0,1,0,21,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1,104.4,2200.25,1,0,1,0,1,0,0,1,0,0,0,5.0,17.400000000000002,1,0,1,1,0,0.0,4.745454545454546,20.875237191650854,1
1,1,1,32,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,93.95,2861.45,0,0,1,0,1,0,0,0,0,0,1,3.0,23.4875,1,0,0,1,0,1.0,2.846969696969697,30.136387572406527,1
0,0,0,14,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,69.65,921.4,1,1,0,0,1,0,0,0,0,1,0,3.0,17.4125,1,0,0,0,1,0.0,4.6433333333333335,13.041755130927104,1
0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.4,20.4,0,0,0,1,0,1,0,0,0,0,1,0.0,20.4,0,1,0,0,0,0.0,10.2,0.9532710280373832,0
0,1,1,11,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,50.55,565.35,1,1,0,0,1,0,0,0,0,1,0,3.0,12.6375,1,0,0,0,1,0.0,4.2124999999999995,10.96702230843841,0
0,1,1,44,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,56.25,2419.55,1,1,0,0,1,0,0,1,0,0,0,2.0,18.75,0,0,1,0,0,0.0,1.25,42.26288209606987,2
0,1,1,3,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,40.3,92.5,1,1,0,0,1,0,0,0,0,0,1,2.0,13.433333333333332,1,0,0,0,0,0.0,10.075,2.2397094430992737,0
0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43.8,43.8,1,1,0,0,1,0,0,0,0,1,0,0.0,43.8,0,0,0,0,1,0.0,21.9,0.9776785714285714,0
0,0,0,36,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.35,695.85,0,0,0,1,0,1,0,0,1,0,0,0.0,20.35,0,1,1,0,0,0.0,0.55,32.59250585480093,1
0,0,0,40,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,36.0,1382.9,0,1,0,0,0,1,0,0,1,0,0,2.0,12.0,0,1,1,0,0,0.0,0.8780487804878049,37.37567567567568,2
0,1,1,43,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,60.4,2640.55,1,1,0,0,0,1,0,0,1,0,0,5.0,10.066666666666666,1,1,1,0,0,0.0,1.3727272727272728,43.0057003257329,2
0,0,1,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25.5,215.2,0,1,0,0,1,0,0,0,0,0,1,0.0,25.5,0,0,0,0,0,0.0,2.8333333333333335,8.120754716981132,0
0,1,1,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25.75,1686.15,0,0,0,1,0,0,1,0,0,0,1,1.0,12.875,0,1,0,0,0,0.0,0.37318840579710144,63.03364485981309,3
0,0,0,29,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,75.35,2243.9,0,1,0,0,0,1,0,1,0,0,0,4.0,15.069999999999999,1,1,1,0,0,0.0,2.5116666666666663,29.389652914210874,1
1,0,0,3,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,91.05,289.1,0,0,1,0,1,0,0,0,0,1,0,3.0,22.7625,1,0,0,1,1,1.0,22.7625,3.1406844106463883,0
0,1,1,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.55,265.3,1,0,0,1,0,0,1,0,0,0,1,0.0,19.55,0,1,0,0,0,0.0,1.3964285714285716,12.909975669099756,1
0,1,1,26,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,60.05,1616.15,1,1,0,0,1,0,0,0,0,1,0,3.0,15.0125,0,0,0,0,1,0.0,2.224074074074074,26.472563472563476,1
0,1,0,57,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1,57.5,3265.95,0,1,0,0,0,0,1,1,0,0,0,5.0,9.583333333333334,1,1,1,0,0,0.0,0.9913793103448276,55.82820512820513,2
0,0,0,4,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,86.05,308.1,0,0,1,0,1,0,0,0,0,1,0,2.0,28.683333333333334,1,0,0,1,1,1.0,17.21,3.5393452039058015,0
0,1,1,69,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.8,1436.95,1,0,0,1,0,0,1,0,1,0,0,0.0,19.8,0,1,1,0,0,0.0,0.28285714285714286,69.08413461538461,3
1,0,0,64,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,103.5,6548.65,0,0,1,0,1,0,0,1,0,0,0,5.0,17.25,1,0,1,1,0,0.0,1.5923076923076922,62.66650717703349,3
1,0,0,11,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,79.15,827.7,0,0,1,0,1,0,0,0,1,0,0,1.0,39.575,1,0,1,1,0,1.0,6.595833333333334,10.326887086712414,0
0,1,1,7,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,69.7,516.15,0,1,0,0,1,0,0,0,1,0,0,3.0,17.425,1,0,1,0,0,0.0,8.7125,7.3005657708628,0
1,0,0,45,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1,102.15,4735.35,1,0,1,0,0,1,0,1,0,0,0,4.0,20.43,1,1,1,0,0,1.0,2.220652173913044,45.907416383906934,2
0,1,1,67,1,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1,69.9,4615.9,1,1,0,0,0,0,1,1,0,0,0,4.0,13.98,1,1,1,0,0,0.0,1.0279411764705884,65.10437235543017,3
0,1,0,49,1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1,99.05,4853.75,0,0,1,0,1,0,0,1,0,0,0,4.0,19.81,1,0,1,1,0,1.0,1.9809999999999999,48.51324337831085,2
0,1,0,67,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24.85,1583.5,0,0,0,1,0,0,1,0,1,0,0,1.0,12.425,0,1,1,0,0,0.0,0.36544117647058827,61.25725338491296,3
0,0,0,45,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.85,867.3,0,0,0,1,0,1,0,1,0,0,0,0.0,18.85,0,1,1,0,0,0.0,0.4097826086956522,43.69269521410579,2
0,0,0,54,1,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1,95.1,5064.85,1,0,1,0,0,0,1,1,0,0,0,4.0,19.02,1,1,1,0,0,0.0,1.729090909090909,52.703954214360046,2
0,1,1,51,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,79.15,4018.55,1,0,1,0,1,0,0,1,0,0,0,2.0,26.383333333333336,0,0,1,1,0,0.0,1.5221153846153848,50.137866500311915,2
0,0,1,60,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,84.95,4984.85,0,1,0,0,0,0,1,0,0,1,0,6.0,12.135714285714286,1,1,0,0,0,0.0,1.3926229508196721,57.997091332169866,2
0,0,0,20,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,88.7,1761.45,0,0,1,0,1,0,0,0,0,1,0,3.0,22.175,1,0,0,1,1,1.0,4.223809523809524,19.637123745819398,1
0,1,0,72,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,100.65,7334.05,1,0,1,0,0,0,1,1,0,0,0,5.0,16.775000000000002,1,1,1,0,0,0.0,1.3787671232876713,72.15002459419577,3
0,0,0,25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.8,475.2,1,0,0,1,0,0,1,0,1,0,0,0.0,19.8,0,1,1,0,0,0.0,0.7615384615384616,22.846153846153843,1
0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,69.2,69.2,1,0,1,0,1,0,0,0,0,1,0,0.0,69.2,0,0,0,1,1,1.0,34.6,0.9857549857549858,0
0,1,1,8,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,51.05,415.05,0,1,0,0,1,0,0,0,0,1,0,1.0,25.525,0,0,0,0,1,0.0,5.672222222222222,7.9740634005763695,0
